#HANDLE# O
Idol O
programında O
“Part O
Of O
Me” O
şarkısını O
seslendirecek.#Alıntı O

#HANDLE# O
en O
doğrusuuuuu O
:) O

bugünün O
en O
güzel O
yanı, O
erdal S-PERSON
hocanın O
genel O
matematik O
dersine O
geri O
dönüşüdür O
:) O
:) O

uykumdan O
teomanın S-PERSON
şarkısıyla O
uyandırılmakta O
güzel. O
hele O
mutlu O
bir O
kızın O
sesinden O
dinlemek O
daha O
da... O

#HANDLE# O
iyiyim O
sen O
canım O
:D O

#HANDLE# O
kanka O
bana O
cok O
yuklenıyolar O
turkcell S-ORGANIZATION
ya O
:D O

#HANDLE# O
@ B-PERSON
Real_Liam_Payne E-PERSON
#HANDLE# O
Vaavvv... O
Dinlemek O
çok O
güzel O
:) O
Hep O
sizlerle O
olalım O
:) O
I O
LOVE O
YOU O
.... O

Bugun O
anneme O
cıcek O
aldım O
eve O
gelırken O
abımle O
babam O
asagdaydı O
oyle O
bı O
bakıyolarkı O
sankı O
sevgılımden O
aldım O
cıcegııı O
aaa O
:D O

Evde O
bitek O
gunes O
gozluğuyle O
dolasan O
benmiyim O
? O
:D O

#HANDLE# O
allaaaah O
kardeşim O
twitter S-ORGANIZATION
açmışşş O
:) O
Küsüm O
gerçi O
sana O
da O
neyseee O

#HANDLE# O
hee O
ama O
followlamiyolar O
ki O
:( O
liam O
daha O
cok O
turk O
followlamis O
11- O
12 O
tane O
saydim O
en O
son O

BEN O
BALIK O
YEMEK O
İSTEMİYORUM O
BUNA O
Bİ O
ÇÖZÜM O
BULMALII O
:( O

morton B-PERSON
truskowski E-PERSON
think O
I'm O
bribery O
and O
corruption O
:) O

boğulmuştur O
oo O
hahahahaahah O
çoook O
güldüüm O
:D O

#HANDLE# O
#HANDLE# O
Evet O
RTE S-PERSON
nın O
ozel O
goreve O
getırdıgı O
bashekımlerın O
hepsı O
cok O
basarılı.Gerıye O
Istınye S-LOCATION
dekı O
kalıyor. O

#HANDLE# O
:D O
uğrştğm O
yok O
.d O

#HANDLE# O
acildi O
mi? O
:D O
#muzikicinefes O

vanesa S-PERSON
think O
I'm O
imagination O
and O
memory O
:) O

canımdan O
çok O
sevdiğim O
bi O
muhabbet O
kusum O
var O
namussuz O
bana O
aşkım O
diyo O
:D O

#HANDLE# O
aynen O
öyle O
canım O
biraz O
sosyal O
olalım O
:) O

#HANDLE# O
nıye O
:( O

#HANDLE# O
nasıl O
olsa O
zayıf O
alacağız O
hiç O
gereği O
yok O
:D O

anketimiz O
22.30 S-TIME
da O
bitecektir O
ve O
en O
çok O
RT O
alan O
anketin O
1.si O
olucak O
:) O

RT O
#HANDLE# O
Sana O
sevdirip O
şu O
an O
bensiz O
dinlediğin O
her O
şarkının O
eksiksiz O
her O
notası, O
bemollerine O
diyezlerine O
kadar O
götüne O
girsin, O
canım. O

#HANDLE# O
heyy O
justinn S-PERSON
how O
re O
u O
today O
and O
good O
morning O
sunshine O
:) O

aman O
allahım O
ne O
kadar O
güzel O
bir O
browni O
yapmışımm O
:) O
#HANDLE# O

şimdi O
birşey O
istiyorum O
sizden O
iyi O
mi O
yazıyorum O
kötü O
mü O
berbat O
mı O
yoksa O
bi O
s** O
git O
ak O
mı O
herhangi O
biri O
rica O
ediyorummm O
lütfenn O
:) O

#HANDLE# O
atesten O
atlarken O
sizi O
dusundum O
dustum O
:D O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:) O
60 O

#HANDLE# O
üstteki O
shawshank S-ORGANIZATION
, O
alttaki O
redemption S-ORGANIZATION
:) O

Yarın O
benim O
için O
çokk O
önemliii O
:) O

#HANDLE# O
sonunda O
yaa O
o O
sarkiya O
takmis O
birini O
daha O
buldum O
:D O
weee O
are O
young O

"Yatağın O
soğuk O
tarafı" O
diye O
şarkı O
yapmışlar. O
Yeni O
şarkımın O
adını O
açıklıyorum: O
"Buzdolabındaki O
yumurtalıkta O
kalmış O
boynu O
bükük O
yarım O
limon" O

ben O
kaldırımda O
batuhan S-PERSON
kaldırımdan O
aşağıda O
yürüyünce O
elimi O
batuhanın S-PERSON
omzuna O
atmam O
çok O
hoşuma O
gidiyyyyyoyoyoyo O
:D O

Aslında O
Justin B-PERSON
Bieberi E-PERSON
sevmem O
ama O
şu O
mistletoe O
şarkısına O
öldüm. O
Çok O
güzel O
hem O
seside O
bi O
değişik O
sanki O
herneyse O
:D O
ayrıca O
belieber O
değlim O
:) O

#HANDLE# O
merhaba O
derya S-PERSON
abi O
nasılsınz O
? O
olimpiyatlara O
hazırlık O
devam O
mı O
? O
:)) O
sizi O
destekliyorummm O
kıbrıstan S-LOCATION
:) O

#HANDLE# O
özür O
dilerim O
yazdıklarını O
yeni O
gördüm O
:( O

lanny S-PERSON
think O
I'm O
frustrated O
:) O

#HANDLE# O
AMA O
SANKi O
BEN O
#HANDLE# O
YI O
BiYERDE O
GÖRDÜM O
AMA O
CIKARAMADIM..BENCE O
O O
KENDiNi O
TAKiP O
ETTiRMEK O
iCiN O
TAKiBE O
GiRDi O
:) O
:) O

#HANDLE# O
Gelmiyon O
ki O
abim O
bizeee O
:D O
Gelll O
hasret O
giderelim O
yavrumm O
:D O

no O
smoking O
:) O

#HANDLE# O
ah O
kıyamam.iyi O
dinlenmeler.çok O
slm+svg....:))) O

cedric O
think O
I'm O
praised O
:) O

#HANDLE# O
okul O
kamera O
kayıtları O
var O
elimde O
nihahaha O
:D O
:D O

dedm O
ama O
ant O
her O
turlu O
trabzonu O
yerrr O
= O
J O

iyi O
düşün O
iyi O
olur O
diyorlar O
ak,yok O
olmuyor O
kötüyüm O
ulenn O
bndan O
sonra O
:D O

#HANDLE# O
o O
zaman O
cmtesi O
dinlemeye O
gel O
ne O
istersen O
çalcam O
şekerim O
:) O

Bugun O
gunlerdeeen O
#hürrem O
:) O

kızın O
yine O
tarihten O
çaktı O
anne O
:( O

#HANDLE# O
süperr O
kankam O
:D O

#HANDLE# O
Yeni O
yasin O
simdiden O
kutlu O
olsn O
.. O
Umarim O
ruhunda O
hep O
18 O
kalir O
.. O

#HANDLE# O
aman O
salla O
ya O
:D O

#HANDLE# O
Ahahahahah O
:) O

cornelius B-PERSON
mccorvey E-PERSON
think O
I'm O
momentary O
and O
languid O
:) O

#HANDLE# O
Bende O
senin O
aşkına O
üzülmekten O
:( O
nolucak O
senin O
bu O
halin O
?:D O

loraine B-PERSON
rushforth E-PERSON
think O
I'm O
balanced O
and O
forceful O
:) O

#HANDLE# O
takipcim O
hala O
11 O
gozde S-PERSON
:) O

roseanna B-PERSON
walljasper E-PERSON
think O
I'm O
accused O
:) O

#HANDLE# O
bende O
iyiyim O
bitanem O
:) O

#HANDLE# O

I'm O
from O
Turkey S-LOCATION
:) O
You? O

Çok O
Tatlı O
Yaaaa O
:) O
:* O
ereniiiim S-PERSON

#HANDLE# O
valla O
bız O
batırmadık O
:( O

Diyosuuun O
:) O
#HANDLE# O

#HANDLE# O
sorma O
ne O
haldeyim O
:D O

#HANDLE# O
TweetDeck S-ORGANIZATION
ne O
yaa O
? O
:D O

RT O
#HANDLE# O
Buzulların O
İst. S-LOCATION
Depremi. O
Maya O
kıyameti O
.Hiçbiri O
Türk'ün O
kürd'ü,kürdün O
türk'ü O
anlamaması O
kadar O
korkutmuyor.Kard O
... O

Gözlerine O
bakarken...Umurumda O
değil O
mevsimler O
Gülüşün O
hep O
deniz O
kenarı O
bana. O
-Demiş O
#HANDLE# O
Nede O
güzel O
söylemiş. O
:) O

#HANDLE# O
#HANDLE# O
#HANDLE# O
hyr O
görmedim O
dur O
bakıyım O
:D O

#HANDLE# O
:D O

hazal S-PERSON
yanom O
da O
kiaacik O
kaliyor O
:D O

#HANDLE# O
geçti O
geçti O
:D O

#muzikicinefes O
Müthiş O
olmuş O
bittim O
yaa O
:) O

bence O
12lerin O
katında O
nöbetçi O
olalım O
Elifle S-PERSON
:D O

#HANDLE# O
neyse O
boşver O
bu O
hakkaten O
önemli O
değil O
:D O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:) O
62 O

Bu O
gun O
gunlerden O
salsa O
gunuu O
:D O
yine O
yorgun O
yorgun O
dansa O
gitmeek O
:D O

#HANDLE# O
Insan O
sevdigini O
hic O
uzer O
mi O
sebepsiz O
yere O
ona O
kuser O
mi O
dirim O
dirim O
:D O

#HANDLE# O
Seda S-PERSON
canim O
hayatim O
guzelim O
birtanem O

nerdesin O
omrum,gel O
Deniz S-PERSON
seni O
bekliyor O
:) O
:) O

#HANDLE# O
bende O
sımdı O
resımlere O
bakıyodum:). O
Getırecem O
bende:) O
evet O
farkettımde O
gozlerden O
tanınıyo O
:) O

RT O
#HANDLE# O
#HANDLE# O
Oppa O
yarın O
doğum O
günüm O
hediye O
olarak O
pek O
bir O
şey O
yapmanız O
gerek O
yok O
Türkiye'ye O
gelin O
yeter O
bee O
:D O
#HANDLE# O
... O

Metrobus O
duragi O
disi O
kanaryalar O
dolu O
:) O
Cansiniz O
Balsiniz O
Kansiniz O
.. O

#HANDLE# O
hıı O
evet O
:) O
helal O
olsun.bu O
gece O
dayanablcegmi O
zannetmyorum O
zaten O

Öz O
anne O
ve O
babasını O
huzurevine O
gönderip, O
evde O
kedi O
köpek O
besleyen O
insanların O
olduğu O
bir O
ülkede O
yaşıyoruz..! O
:( O

yarın O
büyük O
gün O
:D O
napıcaz O
bilmiyorum O
#HANDLE# O

Herkesten O
Dua O
bekliyorumm.. O
Sınavlarım O
başladı O
.. O
:) O

:) O

#HANDLE# O
Aynen O
kardeşim. O
Elmalı O
Nargilem O
ve O
ben O
heyecanla O
izliyoruz. O
:) O

Uzun O
zamandır O
twitter S-ORGANIZATION
uğramıyordum O
:D O

#HANDLE# O
kimle O
olursa O
:D O
ya O
arkadasım O
güldürdü O
beni O
:))) O

Sevdiği O
kişiyle O
konuşmadan O
konuşan O
bir O
kardeşim O
var O
benim O
dilay S-PERSON
:D O

#HANDLE# O
ahahaha O
nerede O
tam O
olarak O
:D O

#HANDLE# O
ne O
hayallerim O
vardi O
:( O
neyse O
okuldan O
toplariz O
:D O

#HANDLE# O
yaa O
yeter O
simaricam O
tepenize O
cikicam O
haaa O
:) O

#HANDLE# O
hos O
geldin O
askisiiii O
:D O

Tosunum O
onur S-PERSON
laf O
diyen O
onur S-PERSON
altında O
kalsın O
:D O
tosunuma O
laf O
yok. O

#HANDLE# O
şııııış O
surpriz! O
:D O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:) O
63 O

#HANDLE# O
#HANDLE# O
#HANDLE# O
#HANDLE# O
hahaha O
kıvanc S-PERSON
kaptırdın O
sende O
acunla S-PERSON
konusta O
seneye O
sende O
gıt O
survıvor O
a O
:D O

oha O
aşık O
oldum O
galiba O
:) O

RT O
#HANDLE# O
Dunyanin O
en O
guzel O
ikinci O
seyi O
sarilmak,birincisiyse O
sevdigin O
kisiye O
sarilmak O
:) O

#HANDLE# O
Tanıyosun O
beniii O
:D O

off O
nedense O
mutluyummm O
:) O

Berensu S-PERSON
odaya O
birden O
dalıyor O
bebbeee O
beee O
beee O
diye O
bağırıp O
kaçıyor O
:D O

eşşek O
:D O

#HANDLE# O
şekerli O
su O
mu O
içcek O
yani O
çaya O
karış O
bari O
:) O

Bu O
havada O
viaportta S-LOCATION
lunaparkta O
robocopa O
binenler O
var, O
yüz O
felçi O
geçircekler O
salaklar O
:D O

Şikayetim O
var O
a O
dostlar O
mesleğini O
okul O
dışına O
taşıyan O
öğretmenden O
:) O

#HANDLE# O
ben O
oturdum O
az O
önce. O
Şimdi O
ayaktakiler O
dalacak O
şoföre O
:) O

#HANDLE# O
o O
da O
seni O
cok O
seviyor O
:) O

sınavlara O
son O
gün O
çalışmaya O
bayılıyorum O
:D O

#muzikicinefes O
Aaaa O
... O
Ağlıcma O
şimdi O
ya O
! O
:( O

RT O
#HANDLE# O
hava O
harika O
yaz O
mı O
geliyor O
ne O
:) O

#HANDLE# O
#HANDLE# O
Gekas S-PERSON
faktörü O
unutulmamalı O
:) O

RT O
#HANDLE# O
Btw O
I O
❤ O
you O
guys O
with O
all O
my O
💜 O
:) O

yine O
yeni O
yeniden O
tumblr S-ORGANIZATION
:) O

Evet O
ya O
sole O
yaz O
gelsede O
agiz O
tadiyla O
kitir O
kitir O
buz O
yesek O
:( O

#eskisevgilimevericegimenbüyükceza O
diye O
bişey O
olamaz O
çünkü O
ben O
ilk O
sevgilimle O
evlendim O
:) O

#HANDLE# O
ben O
yapmiyorum O
sinir O
oldum O
zaten O
gordukce O
geri O
takip O
ediyorum O
:) O

busen,n O
doğum O
günü O
partisi O
için O
etkinlik O
oluşturdum O
:D O
organizetöt O
merve B-PERSON
çelik E-PERSON
yazıyo O
çok O
hoşuma O
gitti O
:D O

RT O
#HANDLE# O
RETWEET O
if O
you O
support O
Zayn B-PERSON
Malik E-PERSON
! O
Zayn S-PERSON
in O
the O
UK O
:) O

#HANDLE# O
Oldu O
bkere O
akısına O
brak O
:) O

senelerdır O
şu O
mantı O
yapmayı O
bi O
ögrenemedim O
:( O

#HANDLE# O
Malesef O
:( O

#HANDLE# O
buldum O
sonunda O
:D O

iki O
şarkı O
okundu O
bırısı O
çok O
dokunduu O

@fundaarar_ B-PERSON
fundacım E-PERSON
yeni O
tasarımlar O
seni O
bekler O
:) O

Dışarı O
çıkamıyorum, O
can O
sıkıntısından O
yemek O
yiyorum, O
sonra O
göbekli O
oluyorum, O
napıcam O
ben O
bu O
döngüyü O
:( O

#HANDLE# O
#HANDLE# O
olm O
1 O
cm O
bile O
ağzımda O
kıbırdama O
olmadı O
:D O

sLm O
Herkeze O
günaydın O
:) O
Xd.... O

#HANDLE# O
#HANDLE# O
aynen O
moruk O
bizim O
mustafa S-PERSON
ingiliz O
mustafa S-PERSON
:) O

Puf O
makarna O
yapıcakmışım O
:( O

Hayalperestsin, O
guzel O
hayaller O
pesindee.. O
:) O

#HANDLE# O
iyiym O
:D O
napıyosun O
? O

Ajdarla S-PERSON
dalga O
falan O
geçiyoruz O
ama O
adamın O
şarkıları O
bilinçaltıma O
öyle O
bir O
yerleşiyorki O
"Şahdamarım"'ı O
öğrendiğimden O
beri O
ağzımdan O
düşmüyor O

Buhar,hamam,sauna,masaj O
nede O
ıyı O
geldı O
kus O
gıbıyım O
:) O

Şimdi O
bu O
bazı O
gençler O
sınava O
giricek O
hani O
yerlerini O
paylaşıyorlar O
ya O
aklıma O
benimki O
geldi.. O
Nası O
da O
tuvaletim O
gelmişti O
son O
20 O
dk. O
:) O

#muzikicinefes O
kazananlar O
ne O
zaman O
belli O
olck O
? O
lütfen O
geç O
belli O
olmasın O
:) O

#HANDLE# O
Mali S-LOCATION
den O
bulaştı O
:D O

#HANDLE# O
beyler O
dinledim O
yayınlarınızı O
10 O
numara O
bravo O
lan O
ne O
diyeyim O
:D O

#HANDLE# O
seni O
yerimmm O
:D O

Evimi O
özledim O
:) O

#HANDLE# O
napardım O
bilmeeem O
seni O
birgün O
görmeseeemm O
:) O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:) O
please O
:( O

#HANDLE# O
ahaha O
olur O
olur O
:D O

RT O
#HANDLE# O
Tweet O
a O
picture O
of O
you O
with O
your O
walmart S-ORGANIZATION
special O
pack O
of O
trading O
cards O
and O
ill O
give O
as O
many O
of O
you O
a O
follow O
as O
I O
can O
? O
X O
x O
:) O

#HANDLE# O
Güzel O
olursa O
tabi O
getiririm O
:) O

#HANDLE# O
yaa O
ben O
çok O
bişey O
yapamadım O
boşluk O
doldurmaları O
filan O
şeetiler O
sanırım. O
ben O
kağıt O
topluyodum O
o O
andaa O
:D O

RT O
#HANDLE# O
#HANDLE# O
thank O
you O
for O
following O
back O
:) O

#HANDLE# O
O O
kadar O
şey O
yazmışsın O
hangi O
birini O
cevaplayabilirim O
:) O

Sınavın O
etlendinemi O
yanıyım O
ezberlerimi O
haftaya O
yaparım O
dedim O
sınavlar O
çıktı O
onamııı O
:( O
!!! O
:... O

#HANDLE# O
çok O
hoş O
:) O

#HANDLE# O
Ummadık O
taş O
baş O
yarar O
:) O

RT O
#HANDLE# O
#katilBDP O
dedikce O
follower O
kaybediyorum O
:) O
:) O
desene O
hainlerden O
ariniyorum O
:) O
:) O
Sana O
sükürler O
olsun O
Allah'im O
:) O

#HANDLE# O
hahah O
:D O

#10YildaNeDegisti O
çok O
şey O
değişti O
10 O
yıl O
önce O
40 O
olan O
kadının O
yaşı O
hariç O
o O
hâlâ O
40 O
yaşında O
:) O

#HANDLE# O
hahaha O
evt O
:D O

#HANDLE# O
sen O
gelmedn O
diye O
nöbetçi O
oldum O
amk O
6 O
saat O
boyunca O
valeybol O
oynayıp O
ip O
atladım O
:D O

Nöbet O
Değişimi O
Beyler O
:) O

Fenerbahçe S-ORGANIZATION
samsunspor S-ORGANIZATION
/ O
Şükrü B-LOCATION
Saraçoğlu I-LOCATION
Stadyumu E-LOCATION
21:00 S-TIME

#HANDLE# O
tost O
makinesinde O
yumuşuyolar O
:D O

RT O
#HANDLE# O
#katilBDP O
dedikce O
follower O
kaybediyorum O
:) O
:) O
desene O
hainlerden O
ariniyorum O
:) O
:) O
Sana O
sükürler O
olsun O
Allah'im O
:) O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:) O
81 O

#10yildanedegisti O
Atanamayan O
öğretmenler O
işsizler O
gerilla O
savaşları O
tsunami O
newroz O
bunlar O
değişti O
bide O
fener S-ORGANIZATION
hala O
kupayı O
alamadı O
:) O

#HANDLE# O
sene O
kaçtı O
bu O
resim O
çekildiğinde? O
dinazorların O
nesli O
yeni O
yeni O
tükeniyodu? O
:D O

#HANDLE# O
of O
deme O
sakın O
öle O
bşey O
:D O
bahar O
geldi O
çiçekler O
açtı O
ondan O
öle O
olmş O
olablrsn O
apajpjagjagjagjpa O
:D O

RT O
#HANDLE# O
#HANDLE# O
asksiz O
asklar O
. O
:D O

#HANDLE# O
#HANDLE# O
pisman O
olncak O
bisi O
yokki O
:D O

#HANDLE# O
Arabesk O
musikisinin O
tadını O
andıran O
çok O
sert O
birşey O
yap O
hatta O
ivana B-PERSON
sert E-PERSON
:D O

#HANDLE# O
evt O
:) O
tşk O

sen O
benden O
daha O
sprsin O

#HANDLE# O
a.s. O
:) O

biz O
etek O
giydiğimizde O
göze O
batar O
hep O
diğer O
sınıflar O
görünmez O
falan O
mı O
:D O

Sesim O
galiba O
çok O
hoş O
dinleyip O
dinleyip O
kapatıyolarr O
:D O

#HANDLE# O
hayirdir O
?? O
:) O

#HANDLE# O
soru O
çözmüşsünüz O
signals O
and O
systems O
dersinde O
onları O
getirebilirsen O
cuma O
günü O
süper O
olur O
:) O

bugün O
kendime O
izin O
verim O
diyorum O
ama O
yarın O
bunun O
izdirabını O
çekiceğimi O
de O
biliyorum O
:) O

#HANDLE# O
#katilBDP O
sizden O
nefret O
ediyoruz!”Bizde O
sizden O
:) O

#HANDLE# O
cidden O
duymamısım O
yuh O
bana.... O
gec O
kalınca O
okula O
öyle O
oluyorum O
:( O

#HANDLE# O
kalp O
bos O
sarkisini O
dinlemek O
lazim O
:D O

#HANDLE# O
ts S-PERSON
gs S-PERSON
u O
basketbol B-ORGANIZATION
liginde E-ORGANIZATION
rakibine O
macta O
yatmakla O
sucladı.gecen O
yıl O
futbol O
maclarında O
takımların O
ts S-ORGANIZATION
yattıgını O
cabuk O
unuttu. O

#HANDLE# O
İyi O
bakarsan O
gözlerimi O
görebilirsin O
:D O

Ona O
sevdiğimi O
söyleyince O
nasıl O
da O
heyecanladım O
:D O

#HANDLE# O
hahaha O
bayıldım O
buna O
:D O

yenii O
açtım O
:D O
&lt;3 O

♥.♥ O
öl, O
bit, O
geber! O
:D O

#HANDLE# O
bencedee O
:D O

bu O
günün O
aramızda O
özel O
bir O
anısı O
falanmı O
vardı O
? O
nedir O
bu O
beyin O
karmaşasııı O
:D O

Gülücüklerimin O
sebebi O
olan O
tek O
kişi O
denilebilirdi O
:) O

Yıl O
olmuş O
2012 S-DATE
halen O
slm O
yazanlar O
var O
bi O
siktirin O
gidin O
ya O

#HANDLE# O
evet O
onu O
diyorum O
:D O

#HANDLE# O
bu O
konuyu O
sanal O
alemde O
değil O
yarın O
yüz O
yüze O
konuşalım O
:D O

Artik O
ders O
calisma O
vaktidir O
:( O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:) O
82 O

Ünlü O
Müşteri O
Sayımız O
20 O
ye O
yukseldi O
tskkler O
değerli O
ünlülerimizz O
:) O

Kimsenin O
Kimliği O
Açıklanmayacak O
Bunu O
Bilmenizi O
İsteriz O
Bol O
Şanslar... O

#HANDLE# O
Hiiç O
:) O
bu O
twitteride S-ORGANIZATION
çalarlarsa O
sen O
internet O
kullanma O
kanka O
:D O

#HANDLE# O
burda O
gezene O
kadar O
calıs O
:) O

Karanlıktan O
korkmuyorum O
artık O
eskisi O
gibi O
senin O
yanın O
en O
aydınlık O
en O
beyaz O
benim O
için O
:) O

#HANDLE# O
tamam O
:D O

#HANDLE# O
bakma O
oyle O
mahsum O
gozukduklerine O
:) O
yarim O
saate O
illallah O
edersin O
vallaha O

#HANDLE# O
yandıysada O
napalım O
ya O
bu O
şekilde O
devam O
ederiz O
diycemde O
bugün O
ben O
çok O
alakasız O
dağıttım O
kendimi O
o O
kadar O
yanmasam O
daha O
iyi O
:D O

Fıkra O
seviyorum O
diyorsan O
bu O
sayfaya O
gel O
ve O
en O
son O
3 O
fıkrayı O
oku O
koptum O
:D O
Fıkralar O
Diyarı O
Kopmak O
Garanti O
XD O

lupe S-PERSON
think O
I'm O
capable O
and O
efficient O
:) O

Çıkışa O
gel O
, O
sözcüğünde O
ayrı O
bi O
hava O
var O
:D O

#muzikicinefes O
gitti O
gene O
ya O
:( O

minta B-PERSON
isackson E-PERSON
think O
I'm O
fraudulent O
:) O

#HANDLE# O
bizde O
şarkının O
sözlerini O
kendimize O
uyarladık O
:) O

Be O
insafsız O
hoca O
hiç O
mi O
2dk'ka O
nefes O
aldırmazsn O
:( O

#HANDLE# O
Aslan O
sütü O
koyalım O
yanına, O
otoburluğu O
alır O
delikanlılaştırır. O
:) O

#HANDLE# O
#HANDLE# O
kaannnnnn O
kurucesmeyide O
unuttun O
heralde O
yaaa O
bukadarida O
olmaz O
amaaa O
:D O

"Dünya O
Şiir O
Günü" O
keşke O
şarkıların O
sözleri O
şairlere O
ait O
olduğunu O
bilseler O

"Seni O
seviyorum" O
demek O
kolay O
tabii, O
asıl O
zor O
olan O
sekiz O
kere O
" O
mor O
vampir O
" O
diyebilmek O
:D O

#HANDLE# O
cnm O
çokk O
tşklerr O
çok O
svndm O
:) O

#HANDLE# O
canımm O
:D O

#HANDLE# O
çok O
aradım O
bugün O
seni O
:( O
merak O
da O
ettim. O

#HANDLE# O
Aynı O
bi O
gelisme O
yok O
koc, O
tavırlarım O
degismedi O
simdilik O
:) O

Anneme O
"bademleri O
bize O
mi O
bırakıyorsun, O
namnamnam O
namnamnam O
yeriz" O
dedim, O
"nasıl O
istiyorsanız O
öyle O
yiyin" O
dedi. O
:D O
#leylailemecnun O

RT O
#HANDLE# O
Yıl O
olmuş O
2012 O
yakında O
olacak O
2013,hala O
bile O
bile O
msj O
atıpta O
aaa O
yanlış O
msj O
attım O
ee O
nasılsın O
diyenler O
yüzdesi O
gayet O
cid O
... O

Arkamızdan O
cocuklar O
bağırıyor O
ikiz O
degil O
mı O
lan O
bunlar O
diye O
hahah O
:D O

#HANDLE# O
#HANDLE# O
cokkk O
ttesekkur O
ederimmm O
:) O

#HANDLE# O
çok O
şerefsizsin O
varya O
:D O

oguza S-PERSON
top O
elevenda O
koymaya O
son O
2 O
dakıka O
:D O

Ingilizceden O
nefret O
ediyorum O
:( O

ahaaaaahaçok O
eğleniyorum O
lan O
ablama O
tel O
sapıklığı O
yaparken O
:D O

#HANDLE# O
telefonla O
başlayacağımıza O
göre O
,telefonunu O
bekliyorum O
:) O

#HANDLE# O
It's O
okay. O
You O
share O
this O
translation O
with O
us O
in O
the O
end O
:) O

Bazıları O
komık,gercekten O
stand O
up O
falan O
yapsanıza O
:) O

#HANDLE# O
:) O
ya O
da O
parmakları O
olan O
yazıyor O
:) O

#HANDLE# O
I O
love O
you O
Justin S-PERSON
please O
follow O
me O
:( O

#HANDLE# O
F4F O
please O
:) O

#HANDLE# O
vuuhhuuuu O
nasıl O
sevindim O
bilemezsin O
seyhan O
abla O
ya O
:D O
<3<3 O
yeni O
mi O
açtın O
çünkü O
ben O
seni O
hep O
aradım O
ama O
bulamamıştım O

Bugun O
voleybolda O
kendini O
iyi O
oynayıp O
zannedipte O
bir O
bok O
yapamayan O
bir O
sürü O
kişi O
vardı O
:D O

#HANDLE# O
i'm O
sure, O
you O
will O
:) O
could O
you O
wish O
me O
luck O
to O
finish O
my O
worksheets O
? O
Im O
hopeless O
:D O

tebriklerrr O
arkadaslarr O
alamadım O
tek O
tekkk O
:) O

#HANDLE# O
:D O

#HANDLE# O
gs S-ORGANIZATION
ve O
bjk S-ORGANIZATION
bizden O
daha O
organize O
sanal O
ortamın O
genelinde O
böyleyiz O
biz O

tajuana B-PERSON
stojanovic E-PERSON
think O
I'm O
imposed O
and O
enforced O
:) O

#HANDLE# O
aynen O
:) O
allahtn O
bu O
telimi O
almışım O
yanıma O
diğeride O
evde O
kaldı O
onla O
twittera S-ORGANIZATION
da O
giremezdim O
:) O

#HANDLE# O
slmm O
berenmisin O
hasanmı O
:) O

#HANDLE# O
gunes O
gozlugu O
vardı O
bırde O
gunes O
yagı O
kullandık O
:)) O
bol O
buzlu O
rakı O
ekstra O
:) O

Şu O
19 B-DATE
mayıs E-DATE
için O
hazırladığımız O
dansta O
ençok O
çifte O
tellideki O
göbek O
bölümünü O
seviyorum O
ya O
:D O

Yan O
BEN!!! O
Kasa O
kapatirken O
sil O
bastan,yansen,hayalet O
sevgilim,sen O
aglama O
kombosuna O
girdim O
ve O
ispatladim O
para O
aski O
oldurmez O
:) O

#HANDLE# O
ahahha O
cok O
normal O
:D O

aklımı O
seveyim O
<3 O
eritilmiş O
çikolata O
içine O
karıştırılmış O
yer O
fıstığı O
ne O
güzel O
oldu O
öyle O
:D O
:D O

#HANDLE# O
#HANDLE# O
ben O
de O
degılım O
yanı O
ozledım O
gulsah O
:D O

#HANDLE# O
sen O
de O
bebegim O
:) O

#HANDLE# O
tehlikeli O
:)) O
tıpkı O
mayonez O
gibi O
:) O
gene O
geldi O
konu O
buraya O
:D O
:D O
:D O
:D O
: O

#HANDLE# O
çok O
komik O
:D O

#HANDLE# O
okey O
ufoo O
:D O

Servis O
beklerken O
oynadıgımız O
oyunlar,yaptıgımız O
hareketler O
aman O
allah'ım O
onlar O
neydi O
öyle O
:D O

RT O
#HANDLE# O
#HANDLE# O
Karar O
sezon O
sonuna O
kaldı, O
düşme O
yok. O
MAA: O
Plitini O
bini O
iyli O
siylimimişti. O
Kındırıldım, O
hirkis O
bini O
kındırdı. O
... O

Ruh O
halimin O
nasıl O
olduğuyla O
ilgili O
hiç O
bi O
fikrim O
yok O
:) O

Cok O
ama O
cok O
ama O
cok O
tatlısııın O
#HANDLE# O
:) O

#HANDLE# O
#HANDLE# O
#HANDLE# O
